lipid,logFC,logCPM,LR,PValue,FDR,Transition,type,abe_average,veh_average,Blank,veh_N2,Abe_N2,veh_N3,Abe_N3,veh_N4,Abe_N4,veh_N5,Abe_N5,veh_N6,Abe_N6,veh_N7,Abe_N7
4_Diphenylamine,1.280768911,10.60797179,338.18869,1.58E-75,1.13E-72,170.1 -> 92.1,pos2,15463.61108,6345.627134,1289.28009,6604.42041,29991.62201,5883.980457,15715.1812,4696.02034,17328.82138,7389.120499,11803.52076,7372.920605,8669.460598,6127.300491,9273.060539
3_Diphenylamine,1.178244219,11.18127127,289.0275195,8.10E-65,2.90E-62,170.1 -> 93.1,pos2,22553.57504,9936.433991,1691.300121,10672.66073,43397.94395,8488.940472,24161.14174,8269.920532,23564.5814,10475.04069,16509.16121,11461.44084,13571.80091,10250.60069,14116.82104
2_Alanine,0.837192008,9.260203624,142.8221324,6.43E-33,1.54E-30,90 -> 72,pos1,4391.813627,2452.096833,10697.80079,2787.760204,3193.220211,2686.04018,3260.400215,2841.28017,2473.180187,2420.900169,6029.400417,1605.360107,4235.440273,2371.240166,7159.240459
5_Cytidine,0.525323956,9.820196771,57.46070758,3.45E-14,6.18E-12,244.1 -> 95,pos2,5648.003714,3913.300285,18911.38152,2927.340214,7300.340511,3934.120262,3718.600281,4516.02034,5146.720345,3595.180244,5140.700344,6043.68047,4712.900345,2463.460178,7868.76046
2_Spermidine,-0.355693868,8.238376769,25.30077404,4.91E-07,5.02E-05,146.2 -> 72.1,pos2,1707.376784,2179.293493,2185.160175,1705.16013,1268.180088,2156.960152,2037.660133,1790.500126,1656.920113,2218.360184,1808.840126,2157.540142,1460.520096,3047.240227,2012.140148
5_L-Tryptophan,0.333591757,10.34822743,23.59347924,1.19E-06,1.07E-04,205.1 -> 146.1,pos1,10086.10074,7983.577213,1874.420151,9216.96056,11525.26086,9013.30064,9615.72076,5903.440353,8064.260635,8433.340595,11749.82083,7776.060585,9118.300636,7558.360542,10443.24074
3_Alanine,0.322825784,9.296116282,21.60467812,3.35E-06,2.67E-04,90 -> 45,pos1,4198.57696,3348.573585,7809.340492,3035.32019,3702.480251,3416.380287,3568.360252,3465.020271,3036.880188,3000.680233,4992.420349,3452.360268,4910.060379,3721.68026,4981.260338
5_L-Threonine,0.291243068,9.887564638,17.88180321,2.35E-05,0.001685365,120.1 -> 57,pos1,7208.680505,5875.073738,1629.560104,5567.22036,7643.040558,6210.880455,7833.36058,5557.500343,5933.920361,6283.580441,9615.02066,5389.76038,5689.200375,6241.50045,6537.540497
5_Pantothenic acid,-0.289466738,8.93080948,17.28827673,3.21E-05,0.002093393,220.1 -> 90.1,pos1,2993.006875,3648.406944,1399.920109,2947.540215,4062.900284,3973.840298,2155.680168,4597.180321,3155.340225,4453.700359,2808.420185,2486.900204,3247.000217,3431.28027,2528.700169
2_Caprylic acid,-0.280807093,8.342073446,15.89924126,6.68E-05,0.003799076,145.1 -> 57.1,pos2,1949.390148,2362.063495,1546.640125,2116.200142,1757.900154,3094.640213,2465.920193,2425.26017,1785.760117,2576.420162,1929.24015,1779.320122,2082.100151,2180.540161,1675.42012
4_Malic acid,0.273001564,10.73024772,15.84132936,6.89E-05,0.003799076,135 -> 45,pos2,11093.4975,9156.30062,22007.48163,10777.90067,11093.16077,7684.000488,11302.00087,8774.760605,13491.44109,10444.00073,12277.28094,9287.280731,7720.940571,7969.860497,10676.16074
5_L-Tyrosine,0.275488708,8.671035545,15.52535861,8.14E-05,0.004169142,182.1 -> 147,pos1,3028.406874,2495.456835,1314.100098,2995.960194,2547.100185,2261.840176,3297.340221,2443.70018,3082.28019,2667.300171,3838.720295,2260.780155,2556.660172,2343.160137,2848.340179
4_DL-Homoserine; 4_L-Threonine,0.263071188,10.89275419,14.7623497,1.22E-04,0.005829028,120.1 -> 74.1,pos2,16269.5311,14157.64109,1821.820126,11585.50099,17587.10102,14684.721,16419.86121,15174.30113,13546.5208,15058.12122,22201.42165,14009.06099,14441.701,14434.14119,13420.58091
4_DL-Homoserine; 4_L-Threonine,0.263071188,10.89275419,14.7623497,1.22E-04,0.005829028,120.1 -> 74.1,pos1,14469.06766,12024.0342,1923.040154,11037.70078,14960.72094,11938.18078,14709.2811,12137.06083,9858.280712,13747.12098,21721.50142,10496.06078,9862.720627,12788.08102,15701.90116
3_Elaidic acid,0.266353278,8.195144996,14.15538414,1.68E-04,0.007542604,283.3 -> 69.1,pos1,2024.270144,1678.876785,2530.580162,1893.860126,1918.400143,1665.540115,1749.600113,1804.000126,2383.10017,1356.280098,2160.040157,1726.24012,2103.980148,1627.340122,1830.50013
5_D-Glucose,-0.254064957,9.24737805,13.43737671,2.47E-04,0.009924449,163.1 -> 85,pos1,3768.870267,4483.750315,1859.58012,3414.800262,3231.780239,5490.740414,3534.220272,4490.4403,3063.240208,4732.320316,3697.480263,4725.54031,5188.100357,4048.660286,3898.400265
5_DL-Homoserine,0.250077427,11.91162746,13.41854135,2.49E-04,0.009924449,120.1 -> 56,pos2,29369.05538,24628.32498,2042.560131,23904.1418,32346.28212,25346.16174,28479.66202,25925.92151,25060.02158,24958.52159,37578.88278,25573.30167,24979.3418,22061.9016,27770.14197
6_D-Ribulose 5-phosphate,-0.246636456,8.713299741,12.46153914,4.15E-04,0.015676545,231 -> 71,pos2,2583.410191,3056.833548,1626.76012,2904.160175,2245.940151,2574.540176,2338.000172,4214.880291,2322.680191,3108.880241,3594.160271,2436.200176,2248.040165,3102.340229,2751.640194
6_L-Tyrosine,0.239903242,10.83520508,12.27426301,4.59E-04,0.01646404,182.1 -> 136.1,pos1,13821.98428,11674.14083,1596.160114,11821.40092,11434.14075,11615.78092,12840.60089,11410.76068,12791.62086,14205.20098,21630.20143,10686.56076,10960.36076,10305.14074,13274.98095
5_Creatinine,-0.235947572,9.518092426,11.66085842,6.38E-04,0.020944116,114.1 -> 43,pos2,4568.906999,5366.92038,2381.080193,5554.540459,4986.780373,5297.74041,5195.140366,4481.000286,4165.760303,5193.040325,4827.94035,5325.72036,4418.360329,6349.480438,3819.460274
7_Oxoglutaric acid; 9_Oxoglutaric acid,0.232896762,12.1906459,11.64822931,6.43E-04,0.020944116,147 -> 65,pos1,33431.45217,28372.53203,24589.42198,22747.62143,21184.42111,33102.84263,46715.10282,19570.78113,25626.92184,34821.06241,43906.60266,22398.16144,21204.54153,37594.72314,41951.12306
7_Oxoglutaric acid; 9_Oxoglutaric acid,0.232896762,12.1906459,11.64822931,6.43E-04,0.020944116,147 -> 65,pos2,11707.33416,8632.663967,22072.14145,7492.160583,12267.96067,6944.460476,12132.86089,8525.540611,13383.22093,9181.500618,11440.96083,10804.60094,11087.32085,8847.72057,9931.680794
4_Histidine,-0.229299183,12.46259581,11.30331076,7.74E-04,0.024118947,156.1 -> 110.1,pos2,36311.46589,42449.81951,5015.680325,35650.84268,44419.06371,46540.32288,44865.62267,38431.74303,31817.10258,47075.96252,38559.20295,41491.24276,33561.60181,45508.80319,24646.2016
3_Glycine,0.219546353,9.847930576,10.16079599,0.001434587,0.042858277,76 -> 30,pos1,6793.00379,5818.857076,2281.000164,4933.520336,7195.900497,7314.620594,7130.720459,4948.22039,5400.060383,6022.500343,7431.300495,5014.700314,5538.080368,6679.580479,8061.960537
4_meso-Erythritol,0.215966946,13.04545493,10.03969593,0.001532025,0.043938474,145 -> 104,pos1,60483.57749,51937.36687,40657.32316,41284.12271,37188.10342,62758.26414,89565.36439,33078.50224,47148.58409,66348.2852,76185.08483,39590.90296,41174.2628,68564.12397,71640.06543
4_Inosine,0.222478233,8.076640295,9.855373806,0.001693364,0.046697765,269.1 -> 137,pos1,1928.986796,1649.193452,1337.620087,1549.740097,1960.640133,1859.940132,1714.340107,1532.980103,1753.460125,1663.760124,1834.360138,1637.860111,2081.440132,1650.880142,2229.680141
3_L-Proline,-0.216031111,7.979171422,9.229759207,0.00238113,0.063232219,116.1 -> 42,pos2,1522.096776,1763.260134,1594.680099,1387.640102,1537.200104,1835.780148,1345.12009,2100.32016,1696.480122,1732.060135,1485.120102,2003.660156,1328.3801,1520.100101,1740.28014
5_L-Serine,-0.200789832,11.06345406,8.61579022,0.003332612,0.085338667,106.1 -> 42,pos2,13891.69762,15920.98782,2148.760162,12477.88098,13033.12082,13849.44094,15823.74113,20652.06121,13052.58096,18789.32164,15838.40105,15896.84115,13542.40089,13860.381,12059.94085
4_L-Tryptophan,0.192036325,8.989360068,7.629146476,0.005743248,0.137263616,205.1 -> 188.1,pos1,3683.656912,3216.400235,1569.700111,2722.680199,3890.120224,3530.660225,3130.700203,3339.360249,4146.500267,3130.480202,4520.820293,2630.780209,2901.460217,3944.440331,3512.340267
3_cAMP,-0.187324461,9.602621951,7.369241509,0.006634891,0.148663035,330.1 -> 268.3,pos1,5023.746997,5704.500401,1370.580097,4874.000301,5176.900375,5246.200333,4145.240318,8141.960548,2897.040184,5165.420437,6263.500374,5322.700386,4811.240299,5476.720398,6848.560429
5_Theanine,-0.186338319,8.340117158,7.008849826,0.008110777,0.176225064,175.1 -> 129.1,pos2,2021.673477,2294.12682,1483.080116,1879.020115,2753.800182,2325.960159,1716.720119,2647.900154,2007.200161,2250.180161,1774.62014,2774.420197,1983.020123,1887.280132,1894.680138
5_L-Cystine,-0.183739942,8.474589592,6.857644994,0.00882628,0.186130673,241 -> 120,pos2,2238.466826,2535.596856,1417.280098,2233.200157,2308.320148,2647.460194,2855.94022,2634.640194,2525.440193,2168.220135,2114.200142,2463.260197,1658.900101,3066.800259,1968.000153
4_Creatine,0.17893249,8.524736293,6.518369173,0.010676586,0.212642008,132.1 -> 87.1,pos1,2639.000175,2325.080154,1344.7001,2400.480164,2353.70015,2147.360138,2863.040215,1941.92012,1764.30011,2488.740173,3436.100235,2901.540203,2632.240147,2070.440128,2784.620197
5_D-Mannitol,0.170330344,11.03646313,6.197653734,0.012791978,0.247887781,183.1 -> 98,pos1,14882.90102,13189.6976,9229.62067,12759.50092,15285.12111,16932.26116,19212.80138,11203.58072,12234.60084,13535.96091,16581.36111,10704.26086,11308.22074,14002.62101,14675.30094
3_3-Indoleacetic Acid,-0.174858254,7.957511635,6.050967203,0.013898682,0.249133868,176.1 -> 130,pos2,1550.580112,1745.903451,1215.820091,1625.080116,1683.840122,1668.600109,1466.620098,1606.540112,1532.880112,1781.860126,1529.260109,1879.100136,1463.680107,1914.240108,1627.200123
4_Creatinine,-0.168294171,12.47677442,6.092148955,0.013578384,0.249133868,114.1 -> 44.1,pos2,37567.96241,42109.35302,4230.70031,41945.48271,40113.74246,45668.70303,43541.28255,36939.78273,35846.94273,40780.06323,35964.42245,42824.42284,43050.30254,44497.66355,26891.08173
4_Pantothenic acid,0.175603044,7.842211418,6.055484682,0.01386317,0.249133868,220.1 -> 184.1,pos1,1601.386784,1414.520102,1283.780079,1358.400101,1378.800102,1455.400105,1489.700104,1375.880108,1677.600132,1332.020092,1477.440113,1376.740089,2082.640144,1588.680115,1502.140106
4_L-Phenylalanine,0.171610357,8.251001172,5.922697826,0.014947055,0.261391176,166.1 -> 131,pos2,2161.706821,1914.400136,1287.420097,2082.620148,2195.720154,2270.44017,2537.940197,1589.580124,1677.820122,1912.180138,2223.680157,1702.620113,2416.440151,1928.960125,1918.640148
1_Cryptoxanthin,0.171770745,7.97687973,5.84724603,0.015601448,0.266339003,552.4 -> 551.4,pos2,1777.776799,1574.206785,1170.580074,1530.24012,2260.460178,1221.600086,1585.040112,1541.16011,1595.90012,1655.20013,1695.680122,1349.260105,1903.72015,2147.780159,1625.860111
6_Histidine,-0.159881819,9.89416721,5.3963066,0.020179411,0.336479954,156.1 -> 93,pos2,6217.963789,6927.887142,1611.060116,5713.400322,7126.720516,7499.220428,7785.680588,6180.380505,5954.220436,7054.680443,6168.040421,7362.880573,5628.880466,7756.760582,4644.240307
9_Hypoxanthine,0.159880831,9.208969759,5.322510648,0.021051659,0.343046353,137 -> 110,pos1,4284.050316,3824.983596,1388.480103,4281.360332,4226.580345,3529.360233,4143.060299,3750.020256,4306.460293,3524.780212,4595.500347,3914.940247,4296.040318,3949.440292,4136.660294
4_6-Hydroxynicotinic acid,0.164408997,7.758864266,5.274563561,0.021639212,0.344784778,140 -> 94,pos2,1489.4201,1325.650094,1397.960087,1296.720093,1495.500099,1247.780094,1355.160091,1387.380093,1372.580093,1387.480103,1502.460094,1253.34008,1712.340111,1381.2001,1498.48011
